startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
21/04/1995,21/04/1995,Philippines (the),PHL,near Dolores (Samar Isl.),Earthquake,Ground movement,,,1995-0055
14/05/1995,14/05/1995,Indonesia,IDN,"Dili, Maliana, Mauraba (East Timor)",Earthquake,Ground movement,15,176,1995-0084
13/05/1995,13/05/1995,Greece,GRC,"Kozani, Thessaloniki, Grevena-Kozani, Patras",Earthquake,Ground movement,26,15060,1995-0085
19/05/1995,19/05/1995,Indonesia,IDN,"Parigi, Palu, Poso (Sulawesi)",Earthquake,Ground movement,,1538,1995-0089
27/05/1995,27/05/1995,Russian Federation (the),RUS,Neftegorsk (Sakhalin Island),Earthquake,Ground movement,1989,750,1995-0097
12/7/95,12/7/95,China,CHN,Lancang-Menglian-Ximeng area (Yunnan province),Earthquake,Ground movement,11,1000136,1995-0148
12/7/95,12/7/95,Myanmar,MMR,Shan state,Earthquake,Ground movement,,,1995-0148
12/7/95,12/7/95,Thailand,THA,ChiangRai,Earthquake,Ground movement,,,1995-0148
18/07/1995,00/12/1995,Montserrat,MSR,Plymouth and surrounding,Volcanic activity,Ash fall,,5000,1995-0151
30/07/1995,30/07/1995,Chile,CHL,"Antofagasta, Arica, Iquique, Tocopilla, Calama, Chuquicamasta, Antofagasta, Taltal, Diego de Almagro, Chanaral, Caldera, Copiapo, Vallenar, La serena",Earthquake,Ground movement,3,1833,1995-0171
14/09/1995,14/09/1995,Mexico,MEX,"Costa Chica (Guerrerro state), Oaxaca, Ometepec, Igualapa, Cuajinicuilapa",Earthquake,Ground movement,6,4670,1995-0203
2/10/95,2/10/95,Ecuador,ECU,"Pastaza, Tena, Archidona, Santiago (Cutuca mountains, Morona Santiago Province)",Earthquake,Ground movement,2,805,1995-0226
1/10/95,1/10/95,Turkey,TUR,"Dinar, Evciler",Earthquake,Ground movement,94,160240,1995-0233
24/09/1995,24/09/1995,New Zealand,NZL,North of the Island,Volcanic activity,Ash fall,,70,1995-0237
7/10/95,7/10/95,Indonesia,IDN,"Airhangat, Danaukerinci, Gunungkerinci, Gunungraya, Sitinjau Laut, Sungaipenuh (Jambi province)",Earthquake,Ground movement,84,90218,1995-0252
9/10/95,9/10/95,Mexico,MEX,"Jalisco, Colima, Guerrero, Michoacan",Earthquake,Ground movement,58,44465,1995-0253
24/10/1995,24/10/1995,China,CHN,Yunnan province,Earthquake,Ground movement,46,20297,1995-0261
21/11/1995,21/11/1995,Nicaragua,NIC,Leon,Volcanic activity,Ash fall,,12000,1995-0283
22/11/1995,22/11/1995,Egypt,EGY,Cairo,Earthquake,Ground movement,10,69,1995-0293
15/06/1995,15/06/1995,Greece,GRC,Aiyion,Earthquake,Ground movement,26,13900,1995-0437
1/4/95,1/4/95,Japan,JPN,Niigata (Eastern Honshu),Earthquake,Ground movement,,1551,1995-0449
20/10/1995,20/10/1995,Mexico,MEX,"Chiapas, Tuxtla Gutierrez, Nuevo Mexico, Tenochititlan, La Garza, Alvaro Obregon, Villaflores",Earthquake,Ground movement,,18000,1995-0454
21/07/1995,21/07/1995,China,CHN,Ganzu,Earthquake,Ground movement,14,5060,1995-0457
29/07/1995,30/07/1995,Philippines (the),PHL,,Volcanic activity,Ash fall,,2500,1995-0472
1/1/96,1/1/96,Indonesia,IDN,North of Palu (Sulawesi Isl),Earthquake,Ground movement,9,13000,1996-0002
31/01/1996,31/01/1996,Afghanistan,AFG,"Pakhalsoz, Dar-E-Zand, Qala-E-Khwaja (Maimana, Faryab Province)",Earthquake,Ground movement,,3250,1996-0020
3/2/96,3/2/96,China,CHN,"Lishui, Ninglang, Haping counties (Lijian prefecture), Zhongdian (Diqing prefecture), Heqing, Jianchuan (Dali precture), Lanping (Nujiang prefecture) - Yunnan Province",Earthquake,Ground movement,309,5077795,1996-0021
21/02/1996,21/02/1996,Peru,PER,Pacific Coast,Earthquake,Tsunami,7,752,1996-0042
17/02/1996,17/02/1996,Indonesia,IDN,Biak (Iran Jaya),Earthquake,Ground movement,166,25638,1996-0061
28/03/1996,28/03/1996,Ecuador,ECU,"Pujili, San Juan, Atocha, Santa Barbara, Rumiquinche, Cuturibi Alto, Cutuburi Bajo, San Antonio, Cachi Ato, Cachi Bajo, Nazareth, La Merced, Pucara, Alpamalag, La Victoria, Tiobamba, California, Lacubamba, Laguamatsa, Isinche, (Cotopaxi",Earthquake,Ground movement,27,30705,1996-0062
3/5/96,3/5/96,China,CHN,Guyang county (Inner Mongolia),Earthquake,Ground movement,18,200300,1996-0081
19/03/1996,19/03/1996,China,CHN,North Western Xinjiang,Earthquake,Ground movement,26,33128,1996-0136
29/07/1996,29/07/1996,Montserrat,MSR,,Volcanic activity,Ash fall,,4000,1996-0174
6/8/96,6/8/96,Greece,GRC,Konitsa,Earthquake,Ground movement,,1500,1996-0179
25/09/1996,25/09/1996,China,CHN,Lijiang (Yunnan Prov.),Earthquake,Ground movement,,137,1996-0205
5/9/96,5/9/96,Croatia,HRV,"Ston, Slano area",Earthquake,Ground movement,,2000,1996-0212
1/10/96,7/11/96,Iceland,ISL,North,Volcanic activity,Ash fall,,,1996-0237
6/10/96,6/10/96,Papua New Guinea,PNG,Rabaul Town,Volcanic activity,Ash fall,,300,1996-0238
12/11/96,12/11/96,Peru,PER,"Ica, Palpa, Nazca, Caraveli, Lucanas, Huancavelica provinces",Earthquake,Ground movement,14,75970,1996-0261
11/11/96,11/11/96,Guatemala,GTM,Near Guatemala City,Volcanic activity,Ash fall,,743,1996-0262
4/12/96,4/12/96,Papua New Guinea,PNG,Manam Isl.,Volcanic activity,Ash fall,4,1529,1996-0300
14/08/1996,14/08/1996,Turkey,TUR,Corum-Amasya,Earthquake,Ground movement,,26006,1996-0461
21/01/1997,21/01/1997,China,CHN,Southern Xinjiang,Earthquake,Ground movement,12,155040,1997-0011
17/01/1997,17/01/1997,Indonesia,IDN,"Boyolali, Klaten, Magelang - Level 1 = Jawa Tengah and Yogyakarta",Volcanic activity,Ash fall,1,3000,1997-0012
4/2/97,4/2/97,Iran (Islamic Republic of),IRN,"Bojnurd, Shirvan area (Khorasan)",Earthquake,Ground movement,100,84500,1997-0017
9/1/97,9/1/97,Kyrgyzstan,KGZ,Ak-Tala district (Naryn region),Earthquake,Ground movement,,1230,1997-0028
28/02/1997,28/02/1997,Pakistan,PAK,"Harnai (Sibi district, Baluchistan Province)",Earthquake,Ground movement,50,10100,1997-0030
22/02/1997,22/02/1997,Trinidad and Tobago,TTO,Piparo,Volcanic activity,Ash fall,,200,1997-0031
28/02/1997,28/02/1997,Iran (Islamic Republic of),IRN,Ardabil region,Earthquake,Ground movement,1100,38600,1997-0035
22/04/1997,22/04/1997,Trinidad and Tobago,TTO,Near Trinidad,Earthquake,Ground movement,,17,1997-0045
25/06/1997,25/06/1997,Montserrat,MSR,Plymouth,Volcanic activity,Ash fall,32,4000,1997-0050
12/1/97,12/1/97,Mexico,MEX,Arteaga area (Michoacan),Earthquake,Ground movement,1,5000,1997-0071
10/5/97,10/5/97,Afghanistan,AFG,Herat area,Earthquake,Ground movement,5,,1997-0095
10/5/97,10/5/97,Iran (Islamic Republic of),IRN,"Birjand, Qayer (Khorasan)",Earthquake,Ground movement,1568,74600,1997-0095
22/05/1997,22/05/1997,India,IND,Jabalpur (Madhya Pradesh),Earthquake,Ground movement,43,156500,1997-0115
22/05/1997,22/05/1997,Mexico,MEX,"Arteaga, Patzcuaro, Michoacan",Earthquake,Ground movement,,12000,1997-0116
9/7/97,9/7/97,Venezuela (Bolivarian Republic of),VEN,"Cariaco, Casanai, Cumana",Earthquake,Ground movement,80,4183,1997-0147
26/09/1997,3/10/97,Italy,ITA,"Umbria, Marche regions",Earthquake,Ground movement,14,38100,1997-0228
28/09/1997,28/09/1997,Indonesia,IDN,Parepare (city) Level 1 = Sulawesi Selatan,Earthquake,Ground movement,20,3105,1997-0240
14/10/1997,14/10/1997,Chile,CHL,"Elqui, Limari, Choapa (Coquimbo Region - Region IV)",Earthquake,Ground movement,8,53098,1997-0247
22/11/1997,22/11/1997,Bangladesh,BGD,Chittagong,Earthquake,Ground movement,23,200,1997-0281
6/4/97,6/4/97,China,CHN,"Kashi, Atushi (Jiashi county), Yuepuhu, Bachu, Shule, Yingjisha counties (Xinhiang autonomus region)",Earthquake,Ground movement,9,500089,1997-0326
1/7/97,1/7/97,Mexico,MEX,Popocatepelt,Volcanic activity,Ash fall,20,,1997-0339
18/07/1997,18/07/1997,Armenia,ARM,"Noyemberyan city (Noemberjan district, Tavush province)",Earthquake,Ground movement,,15000,1997-0368
1/3/97,1/3/97,China,CHN,Jiashi county (Xinjiang),Earthquake,Ground movement,2,20006,1997-0531
11/4/97,11/4/97,China,CHN,Jiashi county (Xinjiang),Earthquake,Ground movement,9,100089,1997-0532
25/06/1997,25/06/1997,Iran (Islamic Republic of),IRN,Birjand-Qayen area,Earthquake,Ground movement,,25500,1997-0533
21/07/1997,21/07/1997,South Africa,ZAF,Near Stilfontein,Earthquake,Ground movement,15,46,1997-0534
21/04/1997,21/04/1997,Vanuatu,VUT,Santa Cruz Isl.,Earthquake,Tsunami,100,,1997-0539
4/2/98,4/2/98,Afghanistan,AFG,Rustaq (Takhar province),Earthquake,Ground movement,2323,32818,1998-0026
14/03/1998,14/03/1998,Iran (Islamic Republic of),IRN,Golbaft (Kerman),Earthquake,Ground movement,5,1500,1998-0043
10/1/98,10/1/98,China,CHN,Hebei province,Earthquake,Ground movement,49,598000,1998-0076
3/4/98,3/4/98,Italy,ITA,Gualdo Tadino-Nocera Umbra area (Central),Earthquake,Ground movement,,905,1998-0078
10/4/98,10/4/98,Iran (Islamic Republic of),IRN,"Birjand, Gonobad area",Earthquake,Ground movement,12,2935,1998-0084
12/4/98,12/4/98,Austria,AUT,Arnoldstein,Earthquake,Ground movement,,,1998-0110
12/4/98,12/4/98,Slovenia,SVN,"Bovec, Trenta, Kobarid, Tolmin, Bojinj, Jesenice",Earthquake,Ground movement,,700,1998-0110
5/5/98,5/5/98,Costa Rica,CRI,,Volcanic activity,Ash fall,,450,1998-0122
30/05/1998,30/05/1998,Afghanistan,AFG,Shari-I-Buzurg (Faizabad ),Earthquake,Ground movement,4700,116935,1998-0152
22/05/1998,22/05/1998,Bolivia (Plurinational State of),BOL,"Aiquile, Tortora",Earthquake,Ground movement,95,18050,1998-0169
20/05/1998,20/05/1998,Guatemala,GTM,Near Guatemala City,Volcanic activity,Ash fall,,600,1998-0170
28/06/1998,28/06/1998,Turkey,TUR,"Adana, Ceyhan, Hatay",Earthquake,Ground movement,145,1589600,1998-0201
8/7/98,8/7/98,Azores Islands,AZO,Faial and Pico Isl.,Earthquake,Ground movement,10,1100,1998-0206
4/7/98,4/7/98,Turkey,TUR,"Geyhan, Adana area",Earthquake,Ground movement,,1016,1998-0207
9/7/98,9/7/98,Azerbaijan,AZE,"Lenkoran, Lerik, Astara, Massali, Yardimili districts",Earthquake,Ground movement,1,700010,1998-0215
11/7/98,11/7/98,Indonesia,IDN,Jawa Tengah and Yogyakarta,Volcanic activity,Ash fall,,6000,1998-0218
17/07/1998,17/07/1998,Papua New Guinea,PNG,Sandaun Province,Earthquake,Tsunami,2182,9867,1998-0220
4/8/98,4/8/98,Ecuador,ECU,"Canoa, Bahia de Caraquez, San Vicente, Bricenio, Jama, Chone, Santa Ana, Portoviejo, Montecristi, Manta, Charapoto, San Clemente, San Jacinto (Manabi province)",Earthquake,Ground movement,3,2040,1998-0353
19/11/1998,19/11/1998,China,CHN,"Huaping, Lijiang, Ninglang, Yongcheng counties (Shichuan province)",Earthquake,Ground movement,3,337443,1998-0384
13/11/1998,13/11/1998,Iran (Islamic Republic of),IRN,Tabriz (Fars Province),Earthquake,Ground movement,5,4355,1998-0385
22/11/1998,22/11/1998,Mexico,MEX,,Volcanic activity,Ash fall,,758,1998-0389
29/11/1998,29/11/1998,Indonesia,IDN,"Halmahera Tengah (Sula Isl., Maluku)",Earthquake,Ground movement,33,6448,1998-0403
1/12/98,1/12/98,China,CHN,Yunnan,Earthquake,Ground movement,,107084,1998-0454
20/02/1998,20/02/1998,Afghanistan,AFG,Rostaq area,Earthquake,Ground movement,,,1998-0579
20/02/1998,20/02/1998,Pakistan,PAK,"Yar Husain, Rawalpindi, Peshawar",Earthquake,Ground movement,1,611,1998-0579
19/03/1998,19/03/1998,China,CHN,"Artux, Kashy ( Xinjiang)",Earthquake,Ground movement,,2000,1998-0580
28/05/1998,28/05/1998,China,CHN,Xinjiang,Earthquake,Ground movement,,25028,1998-0581
27/08/1998,27/08/1998,China,CHN,Jiashi county (Xinjiang),Earthquake,Ground movement,3,111862,1998-0582
28/09/1998,28/09/1998,Indonesia,IDN,Malang area (Jawa),Earthquake,Ground movement,1,500,1998-0583
30/09/1998,30/09/1998,Albania,ALB,Kukes,Earthquake,Ground movement,,2100,1998-0584
5/10/98,5/10/98,Iran (Islamic Republic of),IRN,Darreh Shahr area,Earthquake,Ground movement,,500,1998-0585
25/03/1998,25/03/1998,Nicaragua,NIC,Ticuante area,Earthquake,Ground movement,,238,1998-0586
26/10/1998,26/10/1998,China,CHN,Sichuan,Earthquake,Ground movement,,3528,1998-0587
14/12/1998,14/12/1998,Turkey,TUR,Kayseri,Earthquake,Ground movement,2,690,1998-0588
25/01/1999,25/01/1999,Colombia,COL,"Armenia (Quindio), Risaralda, Valle del Cauca, Tolima Departments",Earthquake,Ground movement,1186,1205933,1999-0016
2/2/99,2/2/99,Russian Federation (the),RUS,"Makhachkala (Dagestan, Causacus)",Earthquake,Ground movement,,6240,1999-0047
11/2/99,11/2/99,Afghanistan,AFG,"Maidam Shar, Nirkh, Sayedabad, Baraki Barak, Pul-e-Alam, Mohammad Agha - Lowgar",Earthquake,Ground movement,70,91960,1999-0054
00/02/1999,00/02/1999,Mexico,MEX,Jalisco,Volcanic activity,Ash fall,,650,1999-0055
4/3/99,4/3/99,Iran (Islamic Republic of),IRN,"Bandar-E-Abbas, Level 1 = Hormozgan",Earthquake,Ground movement,1,2690,1999-0065
28/03/1999,28/03/1999,India,IND,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",Earthquake,Ground movement,100,477894,1999-0099
4/4/99,4/4/99,Cameroon,CMR,"Idenau, Bakingili, Batoke",Volcanic activity,Ash fall,,3010,1999-0100
6/5/99,6/5/99,Iran (Islamic Republic of),IRN,"Chiraz Town, Fars Province",Earthquake,Ground movement,20,4100,1999-0150
4/6/99,4/6/99,Azerbaijan,AZE,"Agdash, Geokchai, Udzhar",Earthquake,Ground movement,1,9170,1999-0196
15/06/1999,15/06/1999,Mexico,MEX,"West Puebla, Oaxaca State",Earthquake,Ground movement,15,16200,1999-0208
22/07/1999,22/07/1999,Bangladesh,BGD,Maheshkhali Isl. Level 1 = Chittagong Div,Earthquake,Ground movement,6,15200,1999-0228
17/08/1999,17/08/1999,Turkey,TUR,"Izmit, Kocaeli, Yalova, Golcuk, Zonguldak, Sakarya, Tekirdag, Istanbul, Bursa, Eskisehir, Bolu",Earthquake,Ground movement,17127,1358953,1999-0268
7/9/99,7/9/99,Greece,GRC,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi",Earthquake,Ground movement,143,115139,1999-0302
13/09/1999,13/09/1999,Turkey,TUR,"Kocaeli, Bursa, Istanbul, Sakarya, Yalova Provinces",Earthquake,Ground movement,6,422,1999-0314
21/09/1999,21/09/1999,Taiwan (Province of China),TWN,"Nantou, Taichung County",Earthquake,Ground movement,2264,108664,1999-0321
30/09/1999,30/09/1999,Mexico,MEX,"North Puerto Angel, Coastal State Oaxaca",Earthquake,Ground movement,31,115215,1999-0360
5/10/99,5/10/99,Turkey,TUR,Marmaris,Earthquake,Ground movement,,103,1999-0376
11/3/99,11/3/99,China,CHN,"Zangbei County, Level 1 = Hebei",Earthquake,Ground movement,,16003,1999-0383
3/4/99,3/4/99,Peru,PER,Arequipa Area,Earthquake,Ground movement,1,1550,1999-0384
21/06/1999,21/06/1999,Mexico,MEX,Guerrero,Earthquake,Ground movement,,6500,1999-0385
31/08/1999,31/08/1999,Turkey,TUR,Izmit,Earthquake,Ground movement,1,166,1999-0386
22/10/1999,22/10/1999,Taiwan (Province of China),TWN,Chiayi City (municipality) - Jiayi Province,Earthquake,Ground movement,1,254,1999-0405
31/10/1999,31/10/1999,Peru,PER,"Quispillacta, Chuschi area (Ayacucho Department)",Earthquake,Ground movement,,6580,1999-0434
11/11/99,11/11/99,Turkey,TUR,Sakarya Province,Earthquake,Ground movement,3,200,1999-0445
12/11/99,12/11/99,Turkey,TUR,"Duzce, Bolu, Kaynasli",Earthquake,Ground movement,845,224948,1999-0449
1/11/99,1/11/99,China,CHN,Shanxi Province (Datong Area),Earthquake,Ground movement,,3020004,1999-0455
27/11/1999,27/11/1999,Vanuatu,VUT,"Pentecost, Ambrym, Paama, Epi Islands",Earthquake,Ground movement,12,14100,1999-0524
20/11/1999,20/11/1999,Nicaragua,NIC,"La Bosla, La Mora, Las Rojas, Las Banderas, Santa Ursula, La Suiza, San Rafael, El Porvenir y Socorro, Valle, Los Morenos, San Benito, Villanueva",Volcanic activity,Ash fall,,3500,1999-0537
29/11/1999,29/11/1999,China,CHN,"Between Xiuyan and Haicheng (Sanjianfang, Liaoning province)",Earthquake,Ground movement,,800,1999-0553
22/12/1999,22/12/1999,Algeria,DZA,Aïn Témuchent,Earthquake,Ground movement,22,15175,1999-0561
21/12/1999,21/12/1999,Indonesia,IDN,"Karyasari, Pandelang District (Southwest Jakarta, Java Island)",Earthquake,Ground movement,5,16920,1999-0568
00/09/1999,00/09/1999,Ecuador,ECU,"Ambato (Tungurahua Province), Riobamba (Chimborazo Province)",Volcanic activity,Ash fall,,24200,1999-0584
5/8/99,5/8/99,Nicaragua,NIC,Leon Department,Volcanic activity,Ash fall,,2195,1999-0585
26/11/1999,26/11/1999,Iran (Islamic Republic of),IRN,"Ali-Abad, Level 1 = Mazandaran",Earthquake,Ground movement,,250,1999-0587
21/02/1999,21/02/1999,Russian Federation (the),RUS,Kizilyurt area (Dagestan),Earthquake,Ground movement,1,5020,1999-0601
2/2/99,2/2/99,Spain,ESP,"Mula, Puebla de Mula",Earthquake,Ground movement,,20,1999-0638
11/7/99,11/7/99,Guatemala,GTM,San Pedro Sula,Earthquake,Ground movement,2,280,1999-0639
12/12/99,12/12/99,Philippines (the),PHL,Luzon (Manila Region),Earthquake,Ground movement,6,190,1999-0644
16/01/2000,16/01/2000,Guatemala,GTM,"El Caracol, El Patrocinio, El Rodeo, San Francisco de Sales cities (San Vicente Pacaya district, Escuintla province)",Volcanic activity,Ash fall,,800,2000-0008
2/1/00,2/1/00,Bangladesh,BGD,"Maheshkhali area (Cox's Bazar district, Chittagong province)",Earthquake,Ground movement,,1000,2000-0023
15/01/2000,15/01/2000,China,CHN,"Yongren Xian, Yao'an Xian, Nanhua Xian, Dayao Xian areas (Chuxiong Yi district, Yunnan Sheng province), Xiangyun Xian area (Dali Bai district, Yunnan Sheng province)",Earthquake,Ground movement,7,1855007,2000-0033
26/01/2000,26/01/2000,China,CHN,"Mile Xian area (Honghe Hani and Yi district, Yunnan Sheng province), Qiubei Xian area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",Earthquake,Ground movement,1,10302,2000-0036
12/1/00,12/1/00,China,CHN,"Xiuyan Manzu Zizhixian area (Anshan district, Liaoning Sheng province)",Earthquake,Ground movement,,62030,2000-0041
3/2/00,3/2/00,Iran (Islamic Republic of),IRN,"Kashmar, Bardeskan districts (Khorasan)",Earthquake,Ground movement,1,2015,2000-0051
19/01/2000,19/01/2000,Afghanistan,AFG,"Hindu Kush mountain chain (Badakhshan province), Peshawar village (nuristan province)",Earthquake,Ground movement,,,2000-0063
14/02/2000,14/02/2000,Iran (Islamic Republic of),IRN,"Mohammadieh, Sarhozak, Hajiabad areas (Kashmar district, Khorasan province)",Earthquake,Ground movement,,1000,2000-0065
21/06/2000,21/06/2000,Iceland,ISL,"Grimsnes, Selfoss, Eyrarbakki, Stokkseyri city (Arnes provinces)",Earthquake,Ground movement,,108,2000-0076
8/11/00,8/11/00,Colombia,COL,Jurado island and Jurado districts (Choco province),Earthquake,Ground movement,2,430,2000-0081
24/02/2000,9/3/00,Philippines (the),PHL,"Legazpi City area (Albay district, Region V (Bicol region) province)",Volcanic activity,Ash fall,,68426,2000-0089
9/8/00,9/8/00,Mexico,MEX,Lazaro Cardenas district (Michoacan province),Earthquake,Ground movement,,1,2000-0111
31/03/2000,13/04/2000,Japan,JPN,"Abutatyoo, Datesi, Soobetutyoo districts (Hokkaidoo province)",Volcanic activity,Ash fall,,12400,2000-0176
4/5/00,4/5/00,Indonesia,IDN,"Totikum, Tinangkung, Liang villages (Banggai Kepulauan district, Sulawesi Tengah province), Banggai district (Sulawesi Tengah province)",Earthquake,Ground movement,45,52770,2000-0230
8/5/00,8/5/00,Turkey,TUR,Poturge district (Malatya province),Earthquake,Ground movement,1,1000,2000-0272
6/6/00,6/6/00,Turkey,TUR,"Cerkes, Orta districts (Cankiri province), Cubuk district (Ankara province)",Earthquake,Ground movement,2,23080,2000-0291
4/6/00,4/6/00,Indonesia,IDN,"Enggano island (Bengkulu Utara district, Bengkulu province)",Earthquake,Ground movement,103,204714,2000-0293
6/6/00,6/6/00,China,CHN,"Lanzhou Shi area (Lanzhou district, Gansu Sheng province)",Earthquake,Ground movement,,100,2000-0298
26/05/2000,26/05/2000,Greece,GRC,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)",Earthquake,Ground movement,,600,2000-0303
17/06/2000,17/06/2000,Iceland,ISL,Hella city (Rangarvalla province),Earthquake,Ground movement,,91,2000-0335
6/7/00,6/7/00,Nicaragua,NIC,"Laguna de Apoyo nature reserve (Masaya district, Masaya province)",Earthquake,Ground movement,7,7477,2000-0387
1/7/00,1/7/00,Japan,JPN,"Koodusimamura, Niizimamura districts (Tookyoo province)",Earthquake,Ground movement,1,100,2000-0428
12/7/00,12/7/00,Indonesia,IDN,"Ciranggon village (Karawang district, Jawa Barat province)",Earthquake,Ground movement,,4124,2000-0449
5/8/00,5/8/00,Russian Federation (the),RUS,Ougklegorsk region (Sakhalinskaya Oblast Province),Earthquake,Ground movement,,19108,2000-0480
10/8/00,10/8/00,Japan,JPN,Miyakemura district (Tookyoo province),Volcanic activity,Ash fall,,4000,2000-0515
21/08/2000,21/08/2000,China,CHN,"Wuding Xian area (Chuxiong Yi district, Yunnan Sheng province)",Earthquake,Ground movement,1,177611,2000-0527
3/9/00,3/9/00,United States of America (the),USA,"Near Yountville city (Napa district, California province)",Earthquake,Ground movement,,25174,2000-0598
2/10/00,2/10/00,"Tanzania, United Republic of",TZA,"Isale, Kipili, Kirando, Namanyere, Wampelembe, Kate areas (Nkasi district, Rukwa province)",Earthquake,Ground movement,1,791,2000-0653
6/10/00,6/10/00,Japan,JPN,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces",Earthquake,Ground movement,,7132,2000-0656
31/10/2000,31/10/2000,Tajikistan,TJK,"Khasanov village (Parharskiy district, Khatlon province)",Earthquake,Ground movement,,6000,2000-0743
16/11/2000,16/11/2000,Papua New Guinea,PNG,"Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces",Earthquake,Ground movement,2,5000,2000-0749
25/10/2000,25/10/2000,Indonesia,IDN,"Pandeglang, Lebak, Serang districts (Banten province)",Earthquake,Ground movement,,5500,2000-0761
7/6/00,7/6/00,Indonesia,IDN,Lahat district (Sumatera Selatan province),Earthquake,Ground movement,1,3000,2000-0762
8/11/00,8/11/00,Philippines (the),PHL,"Apayao, Kalinga districts (Cordillera Administrative region (CAR) province)",Mass movement (dry),Landslide,11,,2000-0763
25/11/2000,25/11/2000,Azerbaijan,AZE,"Absheron, Baku, Sumgayit districts (Absheron province)",Earthquake,Ground movement,31,3294,2000-0769
18/12/2000,19/12/2000,Mexico,MEX,"Mexico, Puebla, Morelos provinces",Volcanic activity,Ash fall,,41000,2000-0804
6/12/00,6/12/00,Turkmenistan,TKM,Balkan province,Earthquake,Ground movement,11,,2000-0810
5/1/01,5/1/01,"Tanzania, United Republic of",TZA,Rungwe district (Mbeya province),Earthquake,Ground movement,,700,2001-0005
13/01/2001,13/01/2001,El Salvador,SLV,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) , San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces",Earthquake,Ground movement,844,1334529,2001-0013
13/01/2001,13/01/2001,Guatemala,GTM,Jutapia province,Earthquake,Ground movement,6,152,2001-0023
26/01/2001,26/01/2001,India,IND,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",Earthquake,Ground movement,20005,6321812,2001-0033
26/01/2001,26/01/2001,Pakistan,PAK,"Badin District, Tharparkar District, Mirpur Khas District districts (Sindh province)",Earthquake,Ground movement,12,914292,2001-0033
13/02/2001,13/02/2001,El Salvador,SLV,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces , San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)",Earthquake,Ground movement,315,256021,2001-0042
23/02/2001,23/02/2001,China,CHN,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)",Earthquake,Ground movement,3,300109,2001-0064
25/02/2001,25/02/2001,Afghanistan,AFG,Fayzabad district (Badakhshan province),Earthquake,Ground movement,,,2001-0086
28/02/2001,28/02/2001,United States of America (the),USA,"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)",Earthquake,Ground movement,1,400,2001-0099
24/03/2001,24/03/2001,Japan,JPN,"Hirosima, Ehime provinces",Earthquake,Ground movement,2,11261,2001-0123
12/4/01,12/4/01,China,CHN,"Shidian area (Baoshan district, Yunnan Sheng province)",Earthquake,Ground movement,2,150190,2001-0151
23/05/2001,23/05/2001,China,CHN,"Ninglang Yi Zizhixian area (Lijiang district, Yunnan Sheng province), Yanyuan Xian area (Liangshan Yi district, Sichuan Sheng province)",Earthquake,Ground movement,2,10605,2001-0214
1/6/01,1/6/01,Afghanistan,AFG,"Panjsher, Parwan, Kapisa provinces",Earthquake,Ground movement,4,270,2001-0233
8/6/01,8/6/01,Vanuatu,VUT,Paama island (Malampa province),Volcanic activity,Ash fall,,4500,2001-0254
23/06/2001,23/06/2001,Peru,PER,"Arequipa, Moquegua, Tacna, Ayacucho provinces",Earthquake,Ground movement,145,349978,2001-0294
24/05/2001,24/05/2001,Philippines (the),PHL,"Daraga, Bacacay, Sto Domingo, Daraga, Camalig, Ligao, Legazpi City, Tabaco, Malilipot, Guinobatan areas (Albay district, Region V (Bicol region) province)",Volcanic activity,Ash fall,,25576,2001-0297
5/6/01,5/6/01,Papua New Guinea,PNG,Mumeng district (Morobe province),Earthquake,Ground movement,,201,2001-0345
25/06/2001,25/06/2001,Turkey,TUR,Osmaniye province,Earthquake,Ground movement,,480,2001-0358
