startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
00/01/2011,00/08/2011,Afghanistan,AFG,"Balkh, Samangan, Takhar, Sar-e-Pul, Hirat, Badghis, Faryab, Jawzjan, Baghlan, Kunduz, Badakshan, Bamyan, Daykundi, Ghor provinces",Drought,Drought,,1750000,2011-9312
00/09/2011,00/00/2011,Tuvalu,TUV,Nukulaelae Isl. Funati Islands,Drought,Drought,,,2011-9390
00/08/2011,00/00/2012,"Tanzania, United Republic of",TZA,"Ngorongoro district (Arusha province), Simanjiro district (Manyara province), Same, Rombo, Mwanga districts (Kilimanjaro province)",Drought,Drought,,1000000,2011-9415
00/12/2011,00/00/2012,Burkina Faso,BFA,"Sahel, Centre-nord, Est, Centre-ouest and Centre-est provinces",Drought,Drought,,2850000,2011-9524
00/00/2011,00/00/2012,Niger (the),NER,"Diffa, N'Guigmi districts (Diffa province), Dogondoutchi, Loga districts (Dosso province), Aguie, Guidan Roumji, Madarounfa, Mayahi districts (Maradi province), Bouza, Illela, Birni N'konni, Madaoua districts (Tahoua province), Filingue, Ouallam, Tera, Tillaberi (Tillaberi), Goure, Matamey, Tanout (Zinder)",Drought,Drought,,3000000,2011-9529
00/12/2011,00/00/2013,Senegal,SEN,"Kaffrine, Kedougou, Tambacounda, Saint-Louis, Matam, Diourbel, Kolda, Kaolack, Fatick provinces, Louga, Linguere districts (Louga province)",Drought,Drought,,850000,2011-9560
00/12/2011,00/10/2012,Lesotho,LSO,"Quthing, Mohale's Hoek, Mafeteng, Maseru, Berea, Leribe, Butha Buthe, Mokhotlong, Thaba-Tseka provinces",Drought,Drought,,725515,2011-9629
00/00/2011,00/00/2012,Mali,MLI,"Kayes, Koulikoro, Mopti, Segou provinces",Drought,Drought,,3500000,2011-9661
00/00/2011,00/00/2012,Mauritania,MRT,"Hodh El Chargi, Assaba, Brakna, Gorgol, Hodh El Gharbi, Guidimakha provinces",Drought,Drought,,723000,2011-9662
00/00/2012,00/00/2012,Ethiopia,ETH,"Dire Dawa, Gambela, Hareri, Oromia, SNNPR, Somali, Addis Ababa provinces (Southern Ethiopia)",Drought,Drought,,1000000,2011-9663
00/00/2011,00/00/2012,Kenya,KEN,"Wajir, Mandera districts (North Eastern province), Turkana district (Rift Valley province), Tana river district (Coast province), Moyale, Marsabit, Mwingi districts (Eastern province)",Drought,Drought,,3750000,2011-9663
00/00/2012,00/00/2012,Somalia,SOM,"Bakool, Gedo, Juba, Hiraan provinces",Drought,Drought,,3000000,2011-9663
00/00/2012,00/00/2012,Sudan (the),SDN,Abyei district (Southern Kordofan province),Drought,Drought,,3200000,2011-9663
20/04/2012,20/04/2012,Russian Federation (the),RUS,Tygda city (Amurskaya Oblast province),Wildfire,"Land fire (Brush, Bush, Pastur",2,598,2012-0098
22/07/2012,27/07/2012,Spain,ESP,Girona district (Cataluna/Catalunya province),Wildfire,--,4,6,2012-0279
00/03/2012,00/00/2012,Angola,AGO,"Bengo, Cuanza Sul, Benguela, Huila, Namibe, Cunene, Moxico, Bie, Huambo, Zaire provinces",Drought,Drought,,1833900,2012-9065
00/06/2012,00/02/2013,Chad,TCD,"Kanem, Lac Barl el Gazal, Batha Est, Batha Ouest, Hadjer Lamis, Ouaddai, Salamat provinces",Drought,Drought,,1600000,2012-9160
00/04/2012,00/00/2012,Korea (the Democratic People's Republic of),PRK,"Yanggang-do, Chagang-do, Hamgyong-bukto, Hamgyong-namdo, Kangwon-do provinces",Drought,Drought,,3000000,2012-9222
00/03/2012,00/00/2012,Gambia (the),GMB,"NO DATA: all country selected - North Bank, Lower River (mainly?), Upper River, West Coast, Kanifing Municipal Council, Central River provinces",Drought,Drought,,428000,2012-9245
1/6/12,10/10/12,Italy,ITA,"Abruzzi, Basilicata, Calabria, Campania, Emilia-romagna, Friuli-venezia Giulia, Lazio, Liguria, Lombardia, Marche, Molise, Piemonte, Puglia, Sardegna, Sicilia, Toscana, Trentino-alto Adige, Umbria, Valle D'aosta, Veneto provinces",Drought,Drought,,,2012-9290
00/08/2012,00/00/2013,Malawi,MWI,"Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province), Dedza, Ntcheu, Salima districts (Central Region Province)",Drought,Drought,,1900000,2012-9304
1/6/12,31/08/2012,Russian Federation (the),RUS,"Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Kalmykiya Rep., Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Ulyanovskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast provinces",Drought,Drought,,,2012-9395
00/01/2012,00/11/2012,Sri Lanka,LKA,"Anuradhapura, Polonnaruwa districts (North Central province), Kurunegala, Puttalam districts (North Western province), Moneragala district (Uva province), Hambantota district (Southern province), Mannar district (Northern province)",Drought,Drought,,1800000,2012-9405
00/11/2012,00/00/2012,Moldova (the Republic of),MDA,"Falesti district (Balti province), Vulcanesti district (Cahul province), Chisinau, Criuleni, Ialoveni districts (Chisinau province), Ciadir-Lunga district (Gagauzia province), Basarabeasca district (Lapusna province), Orhei, Rezina, Telenesti districts (Orhei province), Ungheni district (Ungheni province)",Drought,Drought,,5800,2012-9478
15/04/2012,31/07/2012,Ukraine,UKR,Amury city (Odes'ka province),Drought,Drought,,,2012-9606
1/1/13,17/01/2013,Australia,AUS,"Dunnaley, Boomer Bay cities (Sorell (M) district, Tasmania province), Sommers Bay (Tasman district, Tasmania province), Bicheno city (Glamorgan/Spring Bay (M) district, Tasmania province), New South Wales, Victoria",Wildfire,"Land fire (Brush, Bush, Pastur",1,450,2013-0024
2/1/13,28/01/2013,Sierra Leone,SLE,"Blama Gbani community (Bo district, Southern province), Tiama community (Moyamba district, Southern province), Bompilia community (Bonthe district, Southern province), Rogbenk community (Port Loko district, Northern), Pujehun district (Southern province)",Wildfire,--,,2257,2013-0030
00/01/2013,00/08/2013,Portugal,PRT,"Aveiro, Viseu provinces",Wildfire,Forest fire,9,,2013-0331
6/1/13,6/1/13,Benin,BEN,"Alloya village (Chee-Ahomadegbe, Lalo district, Couffo Province)",Wildfire,--,1,2759,2013-0376
18/10/2013,31/10/2013,Australia,AUS,Blue Mountains (C) district (New South Wales province),Wildfire,"Land fire (Brush, Bush, Pastur",2,990,2013-0402
00/01/2013,00/07/2013,China,CHN,"Yunnan Sheng, Sichuan Sheng, Shaanxi Sheng, Qinghai Sheng, Shanxi Sheng, Gansu Sheng provinces",Drought,Drought,,5000000,2013-9062
00/01/2013,00/01/2014,Namibia,NAM,"Kavango, Ohangwena, Oshikoto, Kunene provinces",Drought,Drought,,331000,2013-9146
00/05/2013,00/05/2013,Marshall Islands (the),MHL,"North of the capital Majuro, atolls/islands of Namu, Likiep and Mejit",Drought,Drought,,6384,2013-9150
00/01/2013,00/05/2013,New Zealand,NZL,"Auckland, Bay of Plenty, East Cape, Hawke's Bay, Northland, Taranaki, Waikato, Wanganui-manawatu, Wellington provinces (North Island)",Drought,Drought,,,2013-9203
00/12/2013,00/12/2013,Zimbabwe,ZWE,"Matabeleland North, Matabeleland South, Masvingo, Midlands provinces",Drought,Drought,,2200000,2013-9536
13/01/2014,13/01/2014,Australia,AUS,"Kalamunda (S), Mundaring (S) districts (Perth Hills region, Western Australia province)",Wildfire,"Land fire (Brush, Bush, Pastur",2,168,2014-0004
7/2/14,28/02/2014,Australia,AUS,"Mickleham, Craigieburn cities (Hume district, Victoria province), Whittlesea (S), Nillumbik (S) districts (Melbourne north outskirts, Victoria province), Wallan, Kilmore, Beveridge cities (Mitchell (S) district, Victoria province), Warrandyte city (Manningham (C) district, Victoria province), Wunghnu city (Moira (S) district, Victoria province), Glenaladale, Walpa cities (East Gippsland (S) district, Victoria province), Yarram city (Wellington district, Victoria province), Morwell city (Latrobe district, Victoria province), Gisborne (Macedon Ranges district, Victoria province)",Wildfire,"Land fire (Brush, Bush, Pastur",,90,2014-0062
00/05/2014,00/00/2014,Burkina Faso,BFA,Sahel province,Drought,Drought,,4000000,2014-9196
00/07/2014,00/00/2015,Somalia,SOM,"Mogasdischio city (Banadir district, Banadir province), Bakool, Gedo, Juba Dhexe, Hiraan, Shabelle Hoose",Drought,Drought,,350000,2014-9231
00/06/2014,00/07/2014,China,CHN,"Shandong Sheng, Shaanxi Sheng, Henan Sheng provinces, Nanbu-Nanchong city (Nanchong district, Sichuan Sheng ptovince)",Drought,Drought,,226000,2014-9265
00/01/2014,00/08/2014,Sri Lanka,LKA,"Mullattivu, Kilinochchi, Mannar, Vavuniya, Jaffna districts (Northern province), Moneragala district (Uva province), Ampara, Batticaloa, Trincomalee districts (Eastern province), Anuradhapura, Polonnaruwa districts (North Central province), Kurunegala, Puttalam districts (North Western province), Hambantota, Galle districts (Southern province)",Drought,Drought,,1800000,2014-9393
00/01/2014,00/05/2015,Kenya,KEN,"Mandera, Wajir districts (North Eastern province) Turkana, Baringo, Samburu districts (Rift Valley province), Marsabit district (Eastern province)",Drought,Drought,,1600000,2014-9404
00/08/2014,00/10/2014,China,CHN,"Liaoning Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces",Drought,Drought,,27500000,2014-9408
00/03/2014,00/03/2014,Thailand,THA,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces",Drought,Drought,,,2014-9428
00/03/2014,00/03/2014,Malaysia,MYS,"Kedah, Perak, Perlis, Pulau Pinang, Selangor provinces",Drought,Drought,,2200000,2014-9429
00/11/2014,00/02/2015,Madagascar,MDG,"Androy, Anosy provinces, Atsimo Andrefana, Menabe provinces (South-West regions)",Drought,Drought,,20000,2014-9533
00/09/2014,00/04/2015,Senegal,SEN,"Kanel district (Matam province), Podor district (Saint Louis province), Fatick district (Fatick province), Goudomp district (Sedhiou province)",Drought,Drought,,639702,2014-9573
3/1/15,8/1/15,Australia,AUS,"Sampson Flat city (Playford (C) district, South Australia province), Kersbrook (Adelaide Hills (DC) district, Mount Lofty Ranges, South Australia province)",Wildfire,"Land fire (Brush, Bush, Pastur",,134,2015-0010
12/4/15,15/04/2015,Russian Federation (the),RUS,"Khakasiya Rep., Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug provinces",Wildfire,"Land fire (Brush, Bush, Pastur",30,5977,2015-0137
24/08/2015,28/08/2015,Congo (the Democratic Republic of the),COD,"Katanga, Maniema provinces",Wildfire,"Land fire (Brush, Bush, Pastur",3,57003,2015-0385
00/09/2015,00/12/2015,Indonesia,IDN,"Jambi, Riau, Sumatera Selatan, Kalimantan Timur, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Barat provinces",Wildfire,Forest fire,19,409664,2015-0429
25/11/2015,28/11/2015,Australia,AUS,"Pinery, Balaklava cities (Wakefield (DC) district, North Mount Lofty Ranges, South Australia province), Roseworthy city (Light (RegC) district, South Australia province)",Wildfire,"Land fire (Brush, Bush, Pastur",2,135,2015-0514
19/12/2015,26/12/2015,Australia,AUS,"Wye River, Separation Creek cities (Colac-Otway (S) district, Victoria province)",Wildfire,Forest fire,,348,2015-0560
00/04/2015,00/05/2015,Niger (the),NER,"NO DATA: all provinces have been selected: Maradi, Niamey, Tahoua, Tillaberi, Zinder provinces",Drought,Drought,,2588128,2015-9166
00/06/2015,00/07/2015,Korea (the Democratic People's Republic of),PRK,"Hwanghae-namdo, Hwanghae-bukto, Hamyong-namdo, P'yongan-bukto, P'yongan-namdo, P'yongyang-si provinces",Drought,Drought,,18000000,2015-9257
00/07/2015,00/12/2015,Botswana,BWA,All country,Drought,Drought,,,2015-9307
00/05/2015,00/10/2015,China,CHN,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",Drought,Drought,,,2015-9328
00/08/2015,00/04/2016,Philippines (the),PHL,"Isabela district (Region II (Cagayan Valley), Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces (Mindanao Isl.), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces (Visayas regions)",Drought,Drought,,181687,2015-9364
00/08/2015,00/08/2015,Sudan (the),SDN,"Southern Kordofan, Blue Nile provinces",Drought,Drought,,800000,2015-9373
00/05/2015,00/10/2015,Papua New Guinea,PNG,"Kandep district (Enga province), Sirunki city (Lagaip district, Enga province), Mendi, Ialibu, Pangia districts (Southern Highlands province), Tambul district (Western Highlands province), Menyamya district (Morobe province), Kundiawa, Gembogl, Sinasina(-Yongomugl), Gumine, Chuave, Kerowagi, Karimui (-Nomane) districts (Chimbu province), Henganofi, Goroka (Unggai-Bena) districts (Eastern Highlands province), Rabaul, Kokopo districts (East New Britain province), Goilala district (Central province), Manus province",Drought,Drought,24,2000000,2015-9410
00/07/2015,00/07/2015,Indonesia,IDN,"Lani Jaya (Jayawijaya district, Papua province), Puncakjaya district (Papua province)",Drought,Drought,11,,2015-9411
00/10/2015,00/04/2016,Malawi,MWI,23-25 districts affected (almost all the country): All provinces have been selected,Drought,Drought,,2800000,2015-9444
00/01/2015,00/04/2016,Zimbabwe,ZWE,"Manicaland, Masvingo, Matabeleland North, Matabeleland South, Mashonaland Central, Midlands provinces",Drought,Drought,,1490024,2015-9478
00/09/2015,00/10/2015,Fiji,FJI,NO DATA: all country selected,Drought,Drought,,67000,2015-9483
00/06/2015,00/12/2015,Samoa,WSM,"Upolu Isl., Savaii Isl.",Drought,Drought,,,2015-9483
00/00/2015,00/12/2015,Solomon Islands,SLB,"Bellona, Rennell, Makira",Drought,Drought,,,2015-9483
00/08/2015,00/12/2015,Tonga,TON,"Vava'u, Ha'apai, Tongatapu, Niuafo'ou, Niuatoputapu",Drought,Drought,,,2015-9483
00/01/2015,00/04/2016,South Africa,ZAF,"KwaZulu-Natal, Free state, Limpopo, Mpumalanga, North-West provinces",Drought,Drought,,2700000,2015-9500
00/01/2015,00/09/2015,Namibia,NAM,"Erongo, Hardap, Karas, Kunene provinces (South and Western part of the country)",Drought,Drought,,11500,2015-9505
00/09/2015,00/01/2016,Ethiopia,ETH,"Somali, Afar provinces",Drought,Drought,,10200000,2015-9545
00/01/2015,00/12/2015,Gambia (the),GMB,"NO DATA: all country selected: Central River, North Bank (mainly?), Kanifing Municipal Council, Lower River, Upper River, West Coast provinces",Drought,Drought,,,2015-9575
00/08/2015,00/01/2016,Somalia,SOM,"Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal provinces (Somaliland region), Bari, Nugaal provinces (Puntland region)",Drought,Drought,,4700000,2015-9616
00/12/2015,00/04/2016,Viet Nam,VNM,"An Giang, Ba Ria-Vung Tau, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Can Tho city, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Nam, Quang Ngai, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long provinces",Drought,Drought,,1750000,2015-9617
5/1/16,10/1/16,Australia,AUS,"Yarloop, Waroona, Hamel, Cookenup (Australie Occidentale)",Wildfire,"Land fire (Brush, Bush, Pastur",2,486,2016-0014
00/02/2016,00/02/2016,Lesotho,LSO,"Qacha’s Nek, Mokhotlong, Thaba Tseka, Quthing, Mafeteng, Butha Bothe, Berea, Leribe, Maseru, Mohale's Hoek provinces",Drought,Drought,,180000,2016-9050
00/01/2016,00/05/2016,India,IND,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland provinces",Drought,Drought,,330000000,2016-9090
00/04/2016,00/04/2016,Timor-Leste,TLS,"Baucau (Eastern), Lautem, Viqueque (Southern) provinces",Drought,Drought,,170000,2016-9119
00/01/2016,00/03/2016,Mozambique,MOZ,"Magude, Manhiça districts (Maputo province), Massingir, Chibuto districts (Gaza province), Funhaloro, Panda districts (Inhambane province)",Drought,Drought,,1200000,2016-9122
